date,open,high,low,close,volume
2024-02-20,49756,49825,49506,49795,590
2024-02-21,49795,49990,49715,49817,725
2024-02-22,49800,49880,49049,49577,1643
2024-02-23,49619,49889,49172,49428,1019
2024-02-26,49880,49880,49462,49729,6
2024-02-27,49729,49729,49729,49729,0
2024-02-28,49640,50099,49640,49914,14
2024-02-29,49807,49807,49807,49807,0
2024-03-01,50152,51094,50152,51042,2506
2024-03-04,51140,51472,50906,51398,1538
2024-03-05,51420,51778,51203,51603,1298
2024-03-06,51609,51766,51480,51651,881
2024-03-07,51754,51754,51583,51647,715
2024-03-08,51702,51879,51700,51733,631
2024-03-11,51719,52222,51652,52149,1110
2024-03-12,52030,52347,52025,52062,1120
2024-03-13,52149,52424,51962,52373,741
2024-03-14,52488,52488,52200,52330,635
2024-03-15,52336,52418,52150,52263,515
2024-03-18,52070,52249,52050,52195,483
2024-03-19,52222,52320,52011,52151,342
2024-03-20,52135,52437,52135,52304,760
2024-03-21,52871,53333,52712,53105,1239
2024-03-22,53071,53360,52500,52929,351
2024-03-25,54500,54500,53033,53162,104
2024-03-26,54225,54225,53001,53397,74
2024-03-27,53180,53499,52801,53324,44
2024-03-28,53442,53989,53123,53805,28
2024-04-01,54120,54947,54120,54603,2918
2024-04-02,54651,55080,54650,54989,1880
2024-04-03,55188,55845,55188,55799,2807
2024-04-04,55799,56194,55799,55981,2200
2024-04-05,55700,56581,55626,56563,2136
2024-04-08,56813,57198,56751,56908,2222
2024-04-09,56912,57687,56912,57406,2330
2024-04-10,57421,57750,57390,57529,2562
2024-04-11,58200,58200,57412,57676,743
2024-04-12,58278,59691,57855,58342,4555
2024-04-15,58599,58800,58100,58551,2557
2024-04-16,58985,59249,58740,59094,1911
2024-04-17,59094,59587,58967,59039,1831
2024-04-18,59184,59205,58950,59178,1451
2024-04-19,59598,59598,59139,59403,1426
2024-04-22,59399,59399,57752,57971,3953
2024-04-23,57750,58300,57301,58072,2198
2024-04-24,58187,59487,57800,58418,984
2024-04-25,58700,59177,58401,58700,89
2024-04-26,60113,60113,57100,57274,346
2024-04-29,57901,57901,57101,57668,73
2024-04-30,57556,58446,57425,57453,40
2024-05-02,57329,57399,57010,57153,1717
2024-05-03,57150,57280,56873,57141,1695
2024-05-06,57151,57540,57151,57469,1661
2024-05-07,57505,57587,57400,57433,859
2024-05-08,57450,57560,57390,57518,893
2024-05-09,57436,57825,57436,57763,1065
2024-05-10,57900,58895,57855,58647,3693
2024-05-13,58311,58597,58120,58256,1406
2024-05-14,58319,58515,58270,58463,943
2024-05-15,58517,58984,58500,58962,1646
2024-05-16,59012,59140,58840,58964,1072
2024-05-17,58915,59630,58900,59583,1056
2024-05-20,59613,60285,59613,60160,957
2024-05-21,60100,61000,59752,60360,1450
2024-05-22,60400,60420,59473,59537,1423
2024-05-23,59260,59344,58100,58216,1669
2024-05-24,58216,58494,57764,57877,993
2024-05-27,58299,58880,57877,58716,570
2024-05-28,59220,59830,58325,59034,84
2024-05-29,58601,60215,58601,59078,18
2024-05-30,58615,59524,58127,58526,88
2024-05-31,59898,61958,59898,57934,32
2024-06-03,58426,58750,58121,58705,1540
2024-06-04,58799,58822,58331,58536,1359
2024-06-05,58551,58818,58451,58779,1294
2024-06-06,58853,59303,58853,59258,1967
2024-06-07,59297,59487,58210,58338,3017
2024-06-10,58298,58908,58063,58469,1867
2024-06-11,58386,58584,58240,58388,1102
2024-06-12,58450,58900,58450,58738,1501
2024-06-13,58587,58648,58250,58392,1346
2024-06-14,58425,58700,58251,58446,1743
2024-06-17,58393,58490,57901,57954,1163
2024-06-18,57954,58178,57913,58067,1273
2024-06-19,58001,58134,58001,58097,508
2024-06-20,58126,58723,58126,58606,1421
2024-06-21,58723,58900,58105,58157,2272
2024-06-24,58152,58529,57078,57783,847
2024-06-25,58314,58600,58200,58327,24
2024-06-26,58217,58300,57828,57961,32
2024-06-27,57888,58273,57798,57985,13
2024-06-28,58199,59724,57531,57481,12
2024-07-01,58200,58300,57940,58115,1613
2024-07-02,58145,58194,58000,58015,861
2024-07-03,58056,58580,58056,58523,2270
2024-07-04,58519,58599,58422,58509,750
2024-07-05,58555,58948,58522,58861,1871
2024-07-08,58835,58919,58398,58476,1558
2024-07-09,58675,58675,58158,58534,1028
2024-07-10,58572,58825,58563,58696,854
2024-07-11,58710,59103,58710,59071,1959
2024-07-12,59001,59111,58932,59061,1227
2024-07-15,59095,59370,58952,59248,1254
2024-07-16,59212,59761,59212,59706,1383
2024-07-17,59750,60279,59725,59779,1566
2024-07-18,59856,60193,59794,59830,895
2024-07-19,59358,59648,59082,59138,1280
2024-07-22,59200,59488,59020,59090,781
2024-07-23,59051,59172,56452,56682,1788
2024-07-24,56761,56990,56211,56517,1289
2024-07-25,55403,56444,54133,54530,523
2024-07-26,55999,56667,54800,56014,7
